Class_ID,Class_Name,Unicode_Character,Precision,Recall,F1_Score,Support
422,423,ඣ,0.8888888888888888,1.0,0.9411764705882353,24
423,424,ඣා,1.0,1.0,1.0,24
424,425,ඣු,1.0,0.9583333333333334,0.9787234042553191,24
425,426,COda,0.96,1.0,0.9795918367346939,24
426,427,ඣ්,1.0,1.0,1.0,24
427,428,ඦ,1.0,1.0,1.0,24
428,429,ඦා,0.96,1.0,0.9795918367346939,24
429,430,ඦැ,1.0,0.9166666666666666,0.9565217391304348,24
430,431,ඦෑ,0.92,0.9583333333333334,0.9387755102040817,24
431,432,ඦි,0.9583333333333334,0.9583333333333334,0.9583333333333334,24
432,433,ඦු,0.92,0.9583333333333334,0.9387755102040817,24
433,434,ඦූ,1.0,0.8333333333333334,0.9090909090909091,24
434,435,ඦෝ,0.9230769230769231,1.0,0.96,24
435,436,ඦ්,0.9565217391304348,0.9166666666666666,0.9361702127659575,24
436,437,ඡ,0.8888888888888888,1.0,0.9411764705882353,24
437,438,ඡා,0.9583333333333334,0.9583333333333334,0.9583333333333334,24
438,439,ඡැ,0.7096774193548387,0.9166666666666666,0.8,24
439,440,ඡෑ,1.0,0.875,0.9333333333333333,24
440,441,ඡි,0.9523809523809523,0.8333333333333334,0.8888888888888888,24
441,442,ඡේ,1.0,1.0,1.0,24
442,443,තැ,0.8214285714285714,0.9583333333333334,0.8846153846153846,24
443,444,තෑ,1.0,0.3333333333333333,0.5,24
444,445,ත්‍රැ,0.6666666666666666,0.8333333333333334,0.7407407407407407,24
445,446,ත්‍රෑ,0.75,0.125,0.21428571428571427,24
446,447,;%da,1.0,0.9166666666666666,0.9565217391304348,24
447,448,ළු,0.9090909090909091,0.8333333333333334,0.8695652173913043,24
448,449,ෲ,1.0,1.0,1.0,24
449,450,HQ,0.5128205128205128,0.8333333333333334,0.6349206349206349,24
450,451,ff,0.9565217391304348,0.9166666666666666,0.9361702127659575,24
451,452,f,1.0,1.0,1.0,24
452,453,H,1.0,0.9166666666666666,0.9565217391304348,24
453,454,Hq,0.8518518518518519,0.9583333333333334,0.9019607843137255,24
