Class_ID,Class_Name,Unicode_Character,Precision,Recall,F1_Score,Support
248,249,Ida,0.9166666666666666,0.9166666666666666,0.9166666666666666,24
249,250,ස,0.84,0.875,0.8571428571428571,24
250,251,සා,0.8695652173913043,0.8333333333333334,0.851063829787234,24
251,252,සැ,0.8275862068965517,1.0,0.9056603773584906,24
252,253,සෑ,0.9,0.75,0.8181818181818182,24
253,254,සි,0.9565217391304348,0.9166666666666666,0.9361702127659575,24
254,255,සී,0.9130434782608695,0.875,0.8936170212765957,24
255,256,සු,0.84,0.875,0.8571428571428571,24
256,257,සූ,0.95,0.7916666666666666,0.8636363636363636,24
257,258,ida,1.0,0.875,0.9333333333333333,24
258,259,ස්‍ර,0.8518518518518519,0.9583333333333334,0.9019607843137255,24
259,260,ස්‍රා,0.23469387755102042,0.9583333333333334,0.3770491803278688,24
260,261,ස්‍රි,0.92,0.9583333333333334,0.9387755102040817,24
261,262,ස්‍රී,0.8571428571428571,1.0,0.9230769230769231,24
262,263,ස්,0.9545454545454546,0.875,0.9130434782608695,24
263,264,හ,0.92,0.9583333333333334,0.9387755102040817,24
264,265,හා,0.7857142857142857,0.9166666666666666,0.8461538461538461,24
265,266,හැ,0.8260869565217391,0.7916666666666666,0.8085106382978723,24
266,267,හෑ,0.8636363636363636,0.7916666666666666,0.8260869565217391,24
267,268,හි,0.8214285714285714,0.9583333333333334,0.8846153846153846,24
268,269,හී,0.9130434782608695,0.875,0.8936170212765957,24
269,270,හු,0.9545454545454546,0.875,0.9130434782608695,24
270,271,හූ,0.88,0.9166666666666666,0.8979591836734694,24
271,272,හ්,0.875,0.875,0.875,24
272,273,yda,0.9583333333333334,0.9583333333333334,0.9583333333333334,24
273,274,ළ,0.9583333333333334,0.9583333333333334,0.9583333333333334,24
274,275,ළා,0.92,0.9583333333333334,0.9387755102040817,24
275,276,ළැ,1.0,1.0,1.0,24
276,277,ළෑ,1.0,0.9166666666666666,0.9565217391304348,24
277,278,ළි,1.0,0.9583333333333334,0.9787234042553191,24
278,279,ළී,1.0,1.0,1.0,24
279,280,ළූ,0.782608695652174,0.75,0.7659574468085106,24
280,281,ළූ,0.782608695652174,0.75,0.7659574468085106,24
281,282,ෆ,1.0,0.9166666666666666,0.9565217391304348,24
282,283,ෆා,1.0,1.0,1.0,24
283,284,ෆැ,1.0,0.9583333333333334,0.9787234042553191,24
284,285,ෆෑ,0.9444444444444444,0.7083333333333334,0.8095238095238095,24
285,286,ෆි,0.9583333333333334,0.9583333333333334,0.9583333333333334,24
286,287,ෆී,0.92,0.9583333333333334,0.9387755102040817,24
287,288,ෆූ,0.9545454545454546,0.875,0.9130434782608695,24
288,289,ෆූ,0.8846153846153846,0.9583333333333334,0.92,24
289,290,ෆ්‍ර,0.92,0.9583333333333334,0.9387755102040817,24
290,291,ෆ්‍රි,1.0,1.0,1.0,24
291,292,ෆ්‍රී,0.96,1.0,0.9795918367346939,24
292,293,ෆ්‍රැ,0.96,1.0,0.9795918367346939,24
293,294,ෆ්‍රෑ,0.9333333333333333,0.5833333333333334,0.717948717948718,24
294,295,ෆ්,0.9583333333333334,0.9583333333333334,0.9583333333333334,24
295,296,*da,0.9230769230769231,1.0,0.96,24
296,297,ක්‍රා,0.8695652173913043,0.8333333333333334,0.851063829787234,24
297,298,ක්‍රැ,0.9523809523809523,0.8333333333333334,0.8888888888888888,24
298,299,ක්‍රෑ,0.875,0.2916666666666667,0.4375,24
299,300,l%da,0.96,1.0,0.9795918367346939,24
300,301,.%da,1.0,0.9583333333333334,0.9787234042553191,24
301,302,ඛ,1.0,0.8333333333333334,0.9090909090909091,24
302,303,ඛා,1.0,0.875,0.9333333333333333,24
303,304,ඛි,0.92,0.9583333333333334,0.9387755102040817,24
304,305,ඛී,0.84,0.875,0.8571428571428571,24
305,306,ඛ්,0.8571428571428571,0.75,0.8,24
306,307,ඝ,0.9230769230769231,1.0,0.96,24
307,308,ඝා,0.96,1.0,0.9795918367346939,24
308,309,ඝැ,0.7916666666666666,0.7916666666666666,0.7916666666666666,24
309,310,ඝෑ,0.8333333333333334,0.8333333333333334,0.8333333333333334,24
310,311,ඝි,0.9565217391304348,0.9166666666666666,0.9361702127659575,24
311,312,ඝී,0.9565217391304348,0.9166666666666666,0.9361702127659575,24
312,313,ඝු,0.9523809523809523,0.8333333333333334,0.8888888888888888,24
313,314,ඝූ,0.8518518518518519,0.9583333333333334,0.9019607843137255,24
314,315,>da,0.9166666666666666,0.9166666666666666,0.9166666666666666,24
315,316,ඝ්,1.0,0.9166666666666666,0.9565217391304348,24
316,317,ඝ්‍ර,0.88,0.9166666666666666,0.8979591836734694,24
317,318,ඝ්‍රා,0.9565217391304348,0.9166666666666666,0.9361702127659575,24
318,319,ඝ්‍රි,0.9583333333333334,0.9583333333333334,0.9583333333333334,24
319,320,ඝ්‍රී,1.0,0.7916666666666666,0.8837209302325582,24
320,321,ඳ,1.0,0.9583333333333334,0.9787234042553191,24
321,322,ඳා,0.9166666666666666,0.9166666666666666,0.9166666666666666,24
322,323,ඳැ,0.9230769230769231,1.0,0.96,24
323,324,ෑ,1.0,0.8333333333333334,0.9090909090909091,24
324,325,ඳෑ,1.0,1.0,1.0,24
325,326,ඳි,0.9565217391304348,0.9166666666666666,0.9361702127659575,24
326,327,ඳී,0.92,0.9583333333333334,0.9387755102040817,24
327,328,ඳු,0.9565217391304348,0.9166666666666666,0.9361702127659575,24
328,329,ඳූ,0.9166666666666666,0.9166666666666666,0.9166666666666666,24
329,330,|da ,0.9583333333333334,0.9583333333333334,0.9583333333333334,24
330,331, ඳ්,1.0,0.9166666666666666,0.9565217391304348,24
331,332,ඟ,0.96,1.0,0.9795918367346939,24
332,333,ඟා,0.9583333333333334,0.9583333333333334,0.9583333333333334,24
333,334,ඟැ,0.8846153846153846,0.9583333333333334,0.92,24
334,335, ඟෑ,1.0,0.3333333333333333,0.5,24
335,336, ඟි,0.8275862068965517,1.0,0.9056603773584906,24
336,337,ඟී,0.9565217391304348,0.9166666666666666,0.9361702127659575,24
337,338, ඟු,0.8275862068965517,1.0,0.9056603773584906,24
338,339, ඟූ,0.782608695652174,0.75,0.7659574468085106,24
339,340,Õda,0.7857142857142857,0.9166666666666666,0.8461538461538461,24
340,341,ඟ්,1.0,0.875,0.9333333333333333,24
341,342,ඬ,1.0,1.0,1.0,24
342,343,ැ,1.0,1.0,1.0,24
343,344,ඬා,1.0,0.7916666666666666,0.8837209302325582,24
344,345, ඬැ,0.8076923076923077,0.875,0.84,24
345,346,ඬෑ,0.875,0.2916666666666667,0.4375,24
346,347, ඬි,0.84,0.875,0.8571428571428571,24
347,348,ඬී,0.7931034482758621,0.9583333333333334,0.8679245283018868,24
348,349, ඬු,0.9583333333333334,0.9583333333333334,0.9583333333333334,24
349,350,ඬූ,1.0,0.8333333333333334,0.9090909090909091,24
350,351,ඬda ,0.875,0.875,0.875,24
351,352, ඬ්,0.95,0.7916666666666666,0.8636363636363636,24
352,353,ඹ,0.9090909090909091,0.8333333333333334,0.8695652173913043,24
353,354,ඹා,0.9166666666666666,0.9166666666666666,0.9166666666666666,24
354,355, ඹැ,0.9565217391304348,0.9166666666666666,0.9361702127659575,24
355,356, ඹෑ,0.8888888888888888,0.3333333333333333,0.48484848484848486,24
356,357, ඹි,0.9565217391304348,0.9166666666666666,0.9361702127659575,24
357,358,ඹී,0.92,0.9583333333333334,0.9387755102040817,24
358,359, ඹු,0.9130434782608695,0.875,0.8936170212765957,24
359,360,ඹූ,0.9545454545454546,0.875,0.9130434782608695,24
360,361,Uda,1.0,0.9166666666666666,0.9565217391304348,24
361,362,ඹ්,0.9130434782608695,0.875,0.8936170212765957,24
362,363,භ,1.0,0.7916666666666666,0.8837209302325582,24
363,364,භා,0.9583333333333334,0.9583333333333334,0.9583333333333334,24
364,365,භැ,0.875,0.875,0.875,24
365,366,භෑ,1.0,0.5,0.6666666666666666,24
366,367,භි,1.0,0.875,0.9333333333333333,24
367,368,භී,1.0,0.9166666666666666,0.9565217391304348,24
368,369,භු,0.9565217391304348,0.9166666666666666,0.9361702127659575,24
369,370,භූ,0.6785714285714286,0.7916666666666666,0.7307692307692307,24
370,371,Nda,0.9565217391304348,0.9166666666666666,0.9361702127659575,24
371,372,භ්,0.9545454545454546,0.875,0.9130434782608695,24
372,373,ධ,0.8571428571428571,1.0,0.9230769230769231,24
373,374,ධා,0.8518518518518519,0.9583333333333334,0.9019607843137255,24
374,375,ධැ,0.8846153846153846,0.9583333333333334,0.92,24
375,376,ධෑ,0.9375,0.625,0.75,24
376,377,",ධි",0.8571428571428571,1.0,0.9230769230769231,24
377,378,",ධී",0.88,0.9166666666666666,0.8979591836734694,24
378,379,",ධු",0.8518518518518519,0.9583333333333334,0.9019607843137255,24
379,380,",ධූ",0.92,0.9583333333333334,0.9387755102040817,24
380,381,ධෝ,0.9166666666666666,0.9166666666666666,0.9166666666666666,24
381,382,ධ්,0.9230769230769231,1.0,0.96,24
382,383,ඨ,0.92,0.9583333333333334,0.9387755102040817,24
383,384,ඨා,0.9565217391304348,0.9166666666666666,0.9361702127659575,24
384,385,ඨැ,1.0,0.9583333333333334,0.9787234042553191,24
385,386,ඨි,0.8695652173913043,0.8333333333333334,0.851063829787234,24
386,387,ඨී,0.9545454545454546,0.875,0.9130434782608695,24
387,388,ඨු,0.9166666666666666,0.9166666666666666,0.9166666666666666,24
388,389,ඨූ,0.9166666666666666,0.9166666666666666,0.9166666666666666,24
389,390,ඨ්,0.9230769230769231,1.0,0.96,24
390,391,ඪ,0.96,1.0,0.9795918367346939,24
391,392,ඪා,0.96,1.0,0.9795918367346939,24
392,393,ඪි,0.9545454545454546,0.875,0.9130434782608695,24
393,394,Vda,1.0,0.9166666666666666,0.9565217391304348,24
394,395,ඵ,0.8461538461538461,0.9166666666666666,0.88,24
395,396,ඵා,0.8518518518518519,0.9583333333333334,0.9019607843137255,24
396,397,ඵු,0.8571428571428571,1.0,0.9230769230769231,24
397,398,ඵි,1.0,0.875,0.9333333333333333,24
398,399,Mda,1.0,0.9583333333333334,0.9787234042553191,24
399,400,ඵ් ,1.0,0.8333333333333334,0.9090909090909091,24
400,401,ථ,0.8888888888888888,1.0,0.9411764705882353,24
401,402,ථා,0.9230769230769231,1.0,0.96,24
402,403,ථැ,0.96,1.0,0.9795918367346939,24
403,404,ථ්,0.9545454545454546,0.875,0.9130434782608695,24
404,405,ා,1.0,1.0,1.0,24
405,406,ෟ,1.0,1.0,1.0,24
406,407,ණැ,0.92,0.9583333333333334,0.9387755102040817,24
407,408,ණෑ,0.9523809523809523,0.8333333333333334,0.8888888888888888,24
408,409,ෘ,1.0,1.0,1.0,24
409,410,ණී,1.0,0.9166666666666666,0.9565217391304348,24
410,411,ණු,0.9523809523809523,0.8333333333333334,0.8888888888888888,24
411,412,ණූ,0.8846153846153846,0.9583333333333334,0.92,24
412,413,Kda,0.84,0.875,0.8571428571428571,24
413,414,ණ්,0.8846153846153846,0.9583333333333334,0.92,24
414,415,ඥ,0.9523809523809523,0.8333333333333334,0.8888888888888888,24
415,416,ඥා,0.8571428571428571,1.0,0.9230769230769231,24
416,417,{da,1.0,1.0,1.0,24
417,418,ඤ,1.0,1.0,1.0,24
418,419,ඤා,1.0,0.875,0.9333333333333333,24
419,420,ඤු,1.0,1.0,1.0,24
420,421,[da,1.0,1.0,1.0,24
421,422,ඤ්,1.0,1.0,1.0,24
